ID,WF,Time,NWP1_00h_D-2_U,NWP1_00h_D-2_V,NWP1_00h_D-2_T,NWP1_06h_D-2_U,NWP1_06h_D-2_V,NWP1_06h_D-2_T,NWP1_12h_D-2_U,NWP1_12h_D-2_V,NWP1_12h_D-2_T,NWP1_18h_D-2_U,NWP1_18h_D-2_V,NWP1_18h_D-2_T,NWP1_00h_D-1_U,NWP1_00h_D-1_V,NWP1_00h_D-1_T,NWP1_06h_D-1_U,NWP1_06h_D-1_V,NWP1_06h_D-1_T,NWP1_12h_D-1_U,NWP1_12h_D-1_V,NWP1_12h_D-1_T,NWP1_18h_D-1_U,NWP1_18h_D-1_V,NWP1_18h_D-1_T,NWP1_00h_D_U,NWP1_00h_D_V,NWP1_00h_D_T,NWP1_06h_D_U,NWP1_06h_D_V,NWP1_06h_D_T,NWP1_12h_D_U,NWP1_12h_D_V,NWP1_12h_D_T,NWP1_18h_D_U,NWP1_18h_D_V,NWP1_18h_D_T,NWP2_00h_D-2_U,NWP2_00h_D-2_V,NWP2_12h_D-2_U,NWP2_12h_D-2_V,NWP2_00h_D-1_U,NWP2_00h_D-1_V,NWP2_12h_D-1_U,NWP2_12h_D-1_V,NWP2_00h_D_U,NWP2_00h_D_V,NWP2_12h_D_U,NWP2_12h_D_V,NWP3_00h_D-2_U,NWP3_00h_D-2_V,NWP3_00h_D-2_T,NWP3_06h_D-2_U,NWP3_06h_D-2_V,NWP3_06h_D-2_T,NWP3_12h_D-2_U,NWP3_12h_D-2_V,NWP3_12h_D-2_T,NWP3_18h_D-2_U,NWP3_18h_D-2_V,NWP3_18h_D-2_T,NWP3_00h_D-1_U,NWP3_00h_D-1_V,NWP3_00h_D-1_T,NWP3_06h_D-1_U,NWP3_06h_D-1_V,NWP3_06h_D-1_T,NWP3_12h_D-1_U,NWP3_12h_D-1_V,NWP3_12h_D-1_T,NWP3_18h_D-1_U,NWP3_18h_D-1_V,NWP3_18h_D-1_T,NWP3_00h_D_U,NWP3_00h_D_V,NWP3_00h_D_T,NWP3_06h_D_U,NWP3_06h_D_V,NWP3_06h_D_T,NWP3_12h_D_U,NWP3_12h_D_V,NWP3_12h_D_T,NWP3_18h_D_U,NWP3_18h_D_V,NWP3_18h_D_T,NWP4_00h_D-2_U,NWP4_00h_D-2_V,NWP4_00h_D-2_CLCT,NWP4_12h_D-2_U,NWP4_12h_D-2_V,NWP4_12h_D-2_CLCT,NWP4_00h_D-1_U,NWP4_00h_D-1_V,NWP4_00h_D-1_CLCT,NWP4_12h_D-1_U,NWP4_12h_D-1_V,NWP4_12h_D-1_CLCT,NWP4_00h_D_U,NWP4_00h_D_V,NWP4_00h_D_CLCT,NWP4_12h_D_U,NWP4_12h_D_V,NWP4_12h_D_CLCT,NWP1_U,NWP1_V,NWP1_T,NWP2_U,NWP2_V,NWP3_U,NWP3_V,NWP3_T,NWP4_U,NWP4_V,NWP4_CLCT
5721,WF1,2018-12-25 10:00:00,-1.988,-9.016,280.8,-0.447,-8.58,280.2,-2.285,-8.61,281.2,-1.36,-8.07,281.0,-1.425,-8.305,281.2,-1.399,-8.766,281.0,-0.4463,-7.402,281.0,-1.037,-8.35,281.0,-0.7866,-8.37,280.8,-1.508,-7.977,280.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1165,-3.977,-5.1e-06,-0.03223,-3.387,-1.97e-05,-0.119,-3.375,-1.24e-05,-0.0991,-3.576,-1.12e-05,,,,-1.5078125,-7.9765625,280.75,,,,,,-0.09912109375,-3.576171875,-1.1205673217773438e-05
5722,WF1,2018-12-25 11:00:00,-0.1935,-7.875,281.8,0.0451,-7.645,281.2,-2.34,-7.92,282.5,-0.7427,-7.387,282.0,-1.162,-7.547,282.2,-0.758,-7.2,282.2,-0.2325,-7.79,282.0,-0.4148,-7.855,282.0,-0.5913,-8.984,281.8,-1.401,-8.29,281.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2334,-4.137,-5.1e-06,0.04138,-3.832,-1.97e-05,-0.2294,-3.748,-1.24e-05,-0.1714,-3.977,-1.12e-05,,,,-1.4013671875,-8.2890625,281.75,,,,,,-0.17138671875,-3.9765625,-1.1205673217773438e-05
5723,WF1,2018-12-25 12:00:00,0.2659,-7.656,282.5,0.135,-7.242,282.2,-1.543,-7.133,283.5,-0.7466,-7.04,283.0,-0.7954,-6.816,283.2,-0.4822,-7.066,283.2,-0.4504,-6.98,283.0,-0.1556,-7.04,282.8,-0.644,-7.56,282.8,-1.238,-7.12,282.8,-1.038,-7.07,282.5,,,,0.552,-4.305,0.1486,-5.824,0.3396,-5.12,0.6675,-4.83,0.322,-4.914,-0.6006,-5.734,0.861,-4.184,284.2,0.8735,-4.848,283.5,0.716,-4.59,283.2,1.065,-4.836,283.5,0.607,-4.83,284.0,0.7036,-4.6,284.0,0.7925,-4.242,283.8,0.8247,-3.742,283.8,0.5337,-3.404,284.2,0.685,-3.965,284.0,0.01183,-3.037,284.2,,,,,,,-0.2385,-4.234,-5.1e-06,0.1934,-3.846,-1.97e-05,-0.11694,-3.666,-1.24e-05,-0.1652,-3.924,-1.12e-05,-0.6196,-3.756,-5.54e-06,-1.0380859375,-7.0703125,282.5,-0.6005859375,-5.734375,0.01183319091796875,-3.037109375,284.25,-0.61962890625,-3.755859375,-5.543231964111328e-06
5724,WF1,2018-12-25 13:00:00,,,,0.1418,-6.3,283.0,-1.395,-7.035,284.2,-0.94,-6.402,284.0,-1.186,-6.41,284.2,-0.847,-6.63,284.0,-0.7593,-6.332,283.8,-0.1975,-6.387,283.5,-0.3333,-6.207,283.5,-1.122,-6.137,283.5,-0.8755,-6.1,283.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.5347,-3.764,-1.97e-05,-0.0853,-3.752,-1.24e-05,-0.00483,-3.86,-1.12e-05,-0.4626,-3.8,-5.54e-06,-0.87548828125,-6.1015625,283.75,,,,,,-0.462646484375,-3.80078125,-5.543231964111328e-06
5725,WF1,2018-12-25 14:00:00,,,,0.949,-4.707,283.2,-1.121,-5.758,284.5,-0.5703,-5.605,284.5,-0.585,-5.39,284.8,-0.6255,-5.836,284.5,-0.324,-5.48,284.5,0.0092,-5.785,284.2,-0.2622,-5.68,284.2,-0.6074,-5.848,284.0,-0.5273,-6.055,284.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.2666,-3.281,-1.97e-05,-0.1641,-3.56,-1.24e-05,-0.1808,-3.79,-1.12e-05,-0.3853,-3.791,0.2883,-0.52734375,-6.0546875,284.25,,,,,,-0.38525390625,-3.791015625,0.288330078125
5726,WF1,2018-12-25 15:00:00,,,,1.849,-3.521,283.0,-0.3306,-4.727,284.5,0.2421,-4.92,284.5,0.2754,-4.61,284.5,0.0828,-5.035,284.5,-0.0317,-4.812,284.5,0.531,-5.227,284.2,0.299,-5.51,284.2,-0.0456,-6.05,284.0,-0.365,-6.105,284.2,,,,,,0.756,-5.395,1.326,-4.31,0.8994,-4.9,0.1715,-5.336,0.3184,-5.312,,,,1.556,-4.914,283.5,1.436,-4.07,283.5,1.948,-4.324,283.5,1.388,-3.93,284.2,1.938,-3.938,284.0,1.651,-3.537,284.0,1.57,-3.094,284.0,1.32,-3.076,284.5,1.382,-3.225,284.2,1.099,-3.777,284.5,,,,,,,,,,-0.10376,-2.95,-1.97e-05,0.1987,-3.148,0.09155,0.10205,-3.367,-1.12e-05,-0.2411,-3.531,-5.54e-06,-0.364990234375,-6.10546875,284.25,0.318359375,-5.3125,1.0986328125,-3.77734375,284.5,-0.2410888671875,-3.53125,-5.543231964111328e-06
5727,WF1,2018-12-25 16:00:00,,,,2.205,-3.648,282.5,0.561,-4.562,283.8,0.9136,-5.168,283.8,1.281,-4.645,283.8,0.721,-4.81,283.8,0.9917,-4.438,284.0,1.696,-5.188,283.5,0.54,-5.457,283.5,0.2416,-5.57,283.2,0.048,-5.48,283.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7046,-2.326,-1.97e-05,0.293,-2.377,-1.24e-05,0.2302,-2.805,-1.12e-05,0.3318,-2.717,2.494,0.048004150390625,-5.48046875,283.5,,,,,,0.331787109375,-2.716796875,2.494140625
5728,WF1,2018-12-25 17:00:00,,,,2.174,-4.316,282.0,0.92,-4.844,282.8,1.095,-5.18,282.8,1.578,-5.586,282.8,0.7188,-4.746,282.8,1.383,-4.72,283.0,1.652,-5.477,282.8,0.9287,-5.086,282.8,0.7,-5.277,282.5,0.0584,-5.44,282.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9697,-2.057,-1.97e-05,1.058,-2.064,-1.24e-05,0.52,-2.361,-1.12e-05,0.8135,-2.3,-5.54e-06,0.05841064453125,-5.44140625,282.5,,,,,,0.8134765625,-2.30078125,-5.543231964111328e-06
5729,WF1,2018-12-25 18:00:00,,,,2.264,-5.195,281.2,0.741,-6.113,282.0,1.677,-5.1,282.0,0.803,-6.324,282.0,0.8906,-4.797,282.0,1.514,-5.125,282.2,2.05,-5.062,281.8,2.137,-5.29,282.0,1.796,-5.84,281.8,0.806,-5.83,281.5,0.343,-6.26,281.2,,,1.946,-5.168,0.4973,-4.75,2.021,-5.645,0.7495,-5.68,1.8125,-6.043,,,,0.8564,-5.08,282.0,-1.139,-3.748,282.5,0.253,-3.982,282.2,1.65,-3.902,282.2,1.301,-4.582,282.2,1.144,-3.574,282.2,0.855,-3.129,282.2,0.2534,-2.492,283.0,0.3777,-2.916,282.5,1.334,-3.416,282.5,0.5312,-3.338,282.2,,,,,,,1.298,-1.82,-1.97e-05,1.02,-2.023,0.0702,1.047,-1.667,-1.12e-05,1.188,-1.945,-5.54e-06,0.343017578125,-6.26171875,281.25,1.8125,-6.04296875,0.53125,-3.337890625,282.25,1.1884765625,-1.9453125,-5.543231964111328e-06
5730,WF1,2018-12-25 19:00:00,,,,,,,0.681,-6.254,281.0,2.318,-5.215,281.2,0.8477,-5.18,281.2,0.7236,-4.55,281.2,1.089,-5.31,281.2,2.146,-5.16,281.0,2.361,-5.496,281.2,1.725,-5.734,281.0,1.166,-5.836,280.8,0.4385,-6.418,280.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.34,-1.945,-1.97e-05,1.03,-2.09,-1.24e-05,1.715,-1.725,-1.12e-05,1.226,-1.904,-5.54e-06,0.4384765625,-6.41796875,280.25,,,,,,1.2255859375,-1.904296875,-5.543231964111328e-06
5731,WF1,2018-12-25 20:00:00,,,,,,,1.3125,-6.76,280.5,1.706,-5.96,280.5,1.7705,-4.582,280.5,0.533,-4.234,280.5,0.722,-4.22,280.5,1.392,-5.0,280.5,1.919,-5.75,280.5,1.804,-5.5,280.2,1.1455,-5.605,280.2,-0.2776,-5.895,279.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9585,-1.887,0.0931,0.844,-1.985,-1.24e-05,1.582,-2.033,-1.12e-05,0.782,-1.86,-5.54e-06,-0.277587890625,-5.89453125,279.75,,,,,,0.7822265625,-1.8603515625,-5.543231964111328e-06
5732,WF1,2018-12-25 21:00:00,,,,,,,2.207,-7.49,279.8,1.41,-5.965,279.8,1.602,-4.61,279.8,0.3242,-4.023,280.0,1.042,-4.77,280.0,1.219,-5.516,279.8,0.1954,-5.66,279.8,1.436,-5.36,279.8,1.061,-4.832,279.5,-0.714,-4.684,279.0,,,0.887,-6.38,2.229,-3.547,2.19,-5.105,1.113,-4.703,1.505,-4.51,,,,,,,-1.892,-2.328,282.2,-1.221,-4.363,281.5,-0.562,-5.06,281.0,-0.6797,-4.73,281.2,0.1581,-4.336,281.2,-0.326,-3.924,281.2,-0.3564,-2.639,281.8,-0.789,-3.053,281.8,0.792,-3.354,280.8,0.0671,-3.205,281.0,,,,,,,1.002,-1.74,-1.97e-05,0.702,-1.703,-1.24e-05,0.7075,-1.795,-1.12e-05,0.516,-1.667,-5.54e-06,-0.7138671875,-4.68359375,279.0,1.5048828125,-4.51171875,0.06707763671875,-3.205078125,281.0,0.51611328125,-1.6669921875,-5.543231964111328e-06
5733,WF1,2018-12-25 22:00:00,,,,,,,2.172,-8.164,279.5,1.104,-5.504,279.2,0.7124,-5.25,279.5,0.2345,-3.805,279.5,0.6523,-5.227,279.5,0.2139,-5.727,279.2,0.174,-5.098,279.2,1.365,-5.3,279.2,1.568,-4.305,279.0,-0.2426,-2.79,278.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.076,-1.918,-1.97e-05,0.797,-1.646,-1.24e-05,0.4473,-1.193,-1.12e-05,0.5312,-1.738,-5.54e-06,-0.2425537109375,-2.7890625,278.75,,,,,,0.53125,-1.73828125,-5.543231964111328e-06
5734,WF1,2018-12-25 23:00:00,,,,,,,1.033,-8.48,279.0,0.8936,-5.566,278.8,-0.638,-5.086,279.0,-0.4285,-3.67,279.0,-0.79,-5.38,279.2,-0.0201,-5.574,279.0,0.095,-6.17,279.0,0.505,-6.33,278.8,0.59,-4.848,278.5,0.0709,-2.28,278.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3044,-1.912,41.44,0.499,-1.6455,-1.24e-05,0.727,-1.389,-1.12e-05,0.0989,-1.799,-5.54e-06,0.0709228515625,-2.279296875,278.25,,,,,,0.098876953125,-1.798828125,-5.543231964111328e-06
5735,WF1,2018-12-26 00:00:00,-0.6084,-4.043,278.5,-1.131,-2.625,278.5,-1.188,-4.48,279.0,-0.9873,-6.09,278.8,-1.409,-6.203,278.8,-0.801,-5.965,278.5,-0.8926,-4.305,278.2,-0.557,-1.632,278.0,-0.3684,-0.8403,278.2,,,,,,,,,,-1.297,-2.344,0.7627,-4.12,0.5874,-2.006,0.0225,-1.932,0.0543,-1.714,,,-2.084,-2.82,281.5,-2.057,-2.898,281.2,-3.16,-2.434,281.8,-2.43,-2.611,281.5,-2.725,-2.082,282.0,-2.76,-1.965,282.0,-1.044,-2.002,280.5,-1.158,-1.954,280.8,-0.7866,-1.599,281.0,,,,,,,,,,0.3745,-1.651,26.23,0.3474,-1.462,2.291,0.4905,-1.619,-1.12e-05,-0.4043,-1.8,-5.54e-06,-0.05396,-1.859,28.3,,,,-0.368408203125,-0.84033203125,278.25,0.054290771484375,-1.7138671875,-0.78662109375,-1.5986328125,281.0,-0.053955078125,-1.859375,28.296875
5736,WF1,2018-12-26 01:00:00,-1.025,-2.895,278.2,-1.262,-1.506,278.2,-1.47,-3.32,278.8,-2.277,-4.887,278.8,-1.83,-4.844,278.5,-0.7676,-4.914,278.2,-0.84,-2.766,278.2,-1.067,0.2037,278.0,-1.136,-0.0053,278.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.2233,-1.48,23.31,0.02472,-1.423,0.0305,-0.731,-1.79,71.25,-0.3965,-1.801,61.56,,,,-1.1357421875,-0.005298614501953125,278.0,,,,,,-0.396484375,-1.80078125,61.5625
5737,WF1,2018-12-26 02:00:00,-1.15,-1.674,278.0,-1.317,-0.924,278.2,-1.227,-2.277,278.5,-2.168,-3.164,278.8,-1.768,-3.932,278.5,-1.25,-4.65,278.0,-0.2522,-2.43,278.0,-0.8926,0.9146,278.0,-1.397,0.3071,278.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.4575,-1.437,9.445,-0.01049,-1.469,-1.12e-05,-0.587,-1.878,66.5,-0.4158,-1.768,97.7,,,,-1.3974609375,0.30712890625,278.25,,,,,,-0.415771484375,-1.767578125,97.6875
5738,WF1,2018-12-26 03:00:00,-1.352,-0.878,278.0,-1.482,-0.8784,278.2,-1.562,-1.8125,278.2,-2.123,-2.338,278.8,-2.477,-2.488,278.5,-2.11,-3.525,278.0,-0.635,-1.791,277.8,-1.099,1.547,278.2,-1.766,1.119,278.2,,,,,,,,,,-0.5825,0.0306,0.0145,-2.457,-0.2957,0.986,-0.565,0.1333,-0.5913,0.6953,,,-3.496,-1.383,282.2,-3.498,-1.766,282.0,-3.562,-0.8174,282.2,-3.316,-2.15,281.8,-3.2,-1.95,282.2,-3.568,-1.608,282.2,-2.443,-1.263,281.0,-2.244,-1.315,281.0,-1.733,-1.446,281.0,,,,,,,,,,,,,-0.547,-1.37,68.56,-0.1909,-1.477,2.752,-0.7563,-1.939,86.5,-0.5923,-1.815,100.0,,,,-1.765625,1.119140625,278.25,-0.59130859375,0.6953125,-1.7333984375,-1.4462890625,281.0,-0.59228515625,-1.8154296875,100.0
5739,WF1,2018-12-26 04:00:00,-1.259,-0.2556,278.2,-1.867,-0.8247,278.5,-1.882,-1.438,278.5,-2.104,-1.658,278.5,-2.38,-1.448,278.8,-1.933,-1.973,278.0,-0.4102,-1.081,277.8,-0.845,1.893,278.8,-1.306,2.053,278.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.861,-1.315,31.73,0.02722,-1.58,20.64,-0.903,-1.794,99.8,-0.798,-1.722,89.3,,,,-1.3056640625,2.052734375,278.5,,,,,,-0.7978515625,-1.7216796875,89.3125
5740,WF1,2018-12-26 05:00:00,-1.029,-0.0679,278.2,-2.047,-0.0865,278.8,-2.033,-1.506,278.8,-1.996,-1.229,278.5,-2.287,-0.4368,279.0,-1.475,-1.624,278.2,-0.5835,-0.9653,277.8,-0.0939,1.724,279.0,-0.3203,2.195,278.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.045,-1.233,26.58,-0.3945,-1.41,39.6,-0.842,-2.04,83.7,-0.9185,-1.761,81.5,,,,-0.3203125,2.1953125,278.75,,,,,,-0.91845703125,-1.7607421875,81.5
5741,WF1,2018-12-26 06:00:00,-1.248,0.1069,278.5,-1.756,0.749,278.8,-2.299,-1.316,278.8,-2.105,-1.25,278.5,-2.326,0.755,279.0,-1.655,-0.5244,278.5,-1.254,-1.005,277.8,-0.234,1.211,279.0,-0.2751,1.727,278.8,-1.034,0.902,278.8,,,,,,,-2.05,-0.1279,-0.258,-1.73,-0.8535,0.4355,-1.008,0.4158,-0.59,-0.0974,,,-3.744,-1.515,282.5,-3.516,-1.102,282.5,-3.703,-0.3018,282.8,-3.28,-0.8125,282.0,-3.246,-1.49,282.5,-3.947,-1.336,282.5,-3.268,-0.145,281.5,-2.947,0.02315,281.5,-2.36,-0.4763,281.2,-2.99,-1.783,281.2,,,,,,,,,,-0.8135,-1.448,42.62,-0.2355,-1.581,31.62,-0.85,-2.12,74.25,-1.042,-1.808,64.8,,,,-1.0341796875,0.90185546875,278.75,-0.58984375,-0.097412109375,-2.990234375,-1.783203125,281.25,-1.0419921875,-1.8076171875,64.8125
5742,WF1,2018-12-26 07:00:00,-1.203,1.501,278.5,-1.094,1.03,278.8,-2.508,-0.3113,278.8,-2.049,-0.4563,278.8,-1.165,2.56,279.2,-0.817,0.3855,278.5,-1.653,0.5728,278.0,-0.902,1.111,279.0,-0.834,1.498,279.0,-1.714,0.3945,279.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.927,-1.467,90.06,-0.7085,-1.579,20.55,-0.896,-2.227,85.44,-1.261,-2.023,57.72,,,,-1.7138671875,0.39453125,279.0,,,,,,-1.2607421875,-2.0234375,57.71875
5743,WF1,2018-12-26 08:00:00,-0.81,2.166,278.8,-0.705,1.406,278.8,-1.768,0.6865,279.0,-1.629,0.3682,279.0,-0.2021,2.037,279.5,-0.3828,0.595,278.5,-1.696,1.269,278.5,-1.086,1.362,279.5,-0.8545,1.919,279.5,-2.191,0.6562,279.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.8506,-1.647,68.9,-1.078,-1.602,18.62,-1.018,-2.262,68.8,-1.293,-2.3,91.4,,,,-2.19140625,0.65625,279.25,,,,,,-1.29296875,-2.30078125,91.375
5744,WF1,2018-12-26 09:00:00,-0.378,1.957,279.2,-0.0609,1.909,279.0,-1.107,1.151,279.2,-0.5737,1.134,279.2,-0.2133,0.9033,280.0,-0.1401,0.4314,278.8,-1.852,1.827,279.0,-0.7744,1.24,280.0,-0.3882,1.835,280.2,-1.979,0.9956,279.5,,,,,,,-1.567,-0.4907,0.8545,-0.7534,-0.3833,-0.4963,-1.278,0.5327,-0.572,-0.61,,,-4.023,-1.812,282.5,-3.84,-1.462,282.8,-3.898,-1.278,282.8,-3.504,-1.719,282.2,-3.596,-1.919,282.5,-4.254,-1.774,282.8,-3.58,0.117,282.2,-3.385,0.362,282.2,-2.516,-0.1273,281.8,-2.7,-1.458,281.8,,,,,,,,,,-1.215,-1.811,72.94,-1.125,-1.443,85.0,-1.199,-2.271,72.2,-1.499,-2.19,71.5,,,,-1.978515625,0.99560546875,279.5,-0.57177734375,-0.60986328125,-2.69921875,-1.4580078125,281.75,-1.4990234375,-2.189453125,71.5
5745,WF1,2018-12-26 10:00:00,-0.3481,1.106,280.0,0.0376,2.158,280.0,-0.717,1.419,280.2,0.587,1.193,279.8,-0.9507,0.3474,281.0,-0.3237,0.0401,279.8,-1.491,1.589,280.0,-0.8823,0.2307,281.0,-0.5054,0.7427,280.8,-2.057,0.0556,280.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.404,-2.102,68.2,-1.673,-1.158,74.25,-1.702,-2.355,95.75,-1.422,-2.191,76.6,,,,-2.056640625,0.05560302734375,280.0,,,,,,-1.421875,-2.19140625,76.625
5746,WF1,2018-12-26 11:00:00,-0.5864,0.1372,281.5,0.0321,2.186,281.2,-0.085,1.419,281.2,1.218,0.5674,281.0,-1.449,0.534,282.5,-0.3794,0.0899,281.2,-0.85,0.908,281.2,-1.342,-0.623,282.0,-1.318,0.4092,281.5,-1.604,0.1375,281.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.029,-1.836,80.1,-1.489,-1.3545,98.2,-1.487,-2.195,91.1,-1.278,-2.09,65.4,,,,-1.603515625,0.137451171875,281.0,,,,,,-1.2783203125,-2.08984375,65.375
5747,WF1,2018-12-26 12:00:00,-1.121,-0.664,283.2,-0.1582,1.65,282.2,0.491,0.742,282.0,0.712,-0.2422,281.8,-1.673,0.9805,283.8,-0.4773,0.5493,282.2,-0.7515,0.205,282.8,-1.67,-0.9727,283.5,-1.982,0.757,282.8,-0.8325,0.258,282.2,-2.566,-0.548,282.2,,,,-0.77,1.086,0.5186,-0.3735,-0.5625,0.1936,0.0759,2.33,-0.739,-1.206,-0.5635,-2.082,-3.357,-0.6777,284.8,-2.373,-0.7793,284.5,-2.809,-0.12177,284.8,-2.781,-0.3804,284.8,-2.393,-0.5835,285.0,-2.92,0.1772,285.2,-2.246,2.068,284.8,-2.06,2.064,284.8,-1.593,1.624,284.0,-1.598,0.762,284.5,-1.297,1.045,284.2,,,,,,,-1.174,-1.766,98.56,-1.338,-1.124,93.94,-1.743,-2.057,94.8,-1.649,-1.606,61.38,-0.9897,-0.9927,42.53,-2.56640625,-0.5478515625,282.25,-0.5634765625,-2.08203125,-1.296875,1.044921875,284.25,-0.98974609375,-0.99267578125,42.53125
5748,WF1,2018-12-26 13:00:00,,,,-0.2253,1.35,283.0,0.4543,0.7285,282.5,0.7417,-0.0614,282.5,-1.558,0.698,284.8,-0.627,0.4834,283.2,-1.012,0.0826,283.8,-1.664,-1.231,284.8,-1.779,0.669,284.0,-0.3486,-0.2722,283.5,-1.369,-0.5166,283.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.382,-0.923,87.1,-1.908,-1.74,95.6,-1.782,-1.248,62.7,-1.48,-1.087,17.05,-1.369140625,-0.5166015625,283.75,,,,,,-1.48046875,-1.0869140625,17.046875
5749,WF1,2018-12-26 14:00:00,,,,-0.0745,1.012,283.2,0.2107,1.127,282.8,1.02,0.3032,282.8,-1.183,0.2462,285.5,-0.4048,0.5015,283.8,-1.114,-0.0379,284.5,-1.368,-1.44,285.2,-0.928,1.213,285.0,0.1537,-0.5933,284.0,-0.687,-0.559,284.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.129,-0.835,84.94,-1.764,-1.485,85.3,-2.047,-0.9126,11.836,-1.621,-0.742,6.926,-0.68701171875,-0.55908203125,284.25,,,,,,-1.62109375,-0.7421875,6.92578125
5750,WF1,2018-12-26 15:00:00,,,,0.3892,0.6973,283.5,0.133,1.229,283.0,1.167,0.4783,283.0,-0.643,-0.0823,285.8,0.1296,0.4956,284.0,-0.928,-0.326,285.0,-0.9795,-1.614,285.2,-0.1969,1.609,285.2,0.9077,-1.104,284.2,-0.1636,-0.832,284.2,,,,,,-0.2544,0.0989,-0.584,1.219,1.18,2.195,-0.849,-0.0461,-0.514,-1.225,,,,-0.7373,-0.4683,285.2,-1.291,0.561,285.5,-1.244,0.2402,285.5,-0.513,-0.485,285.8,-1.393,0.702,285.8,-1.149,2.348,285.5,-0.7246,2.344,285.2,-0.2262,2.145,284.5,-0.1967,1.505,285.0,-0.3225,1.434,284.8,,,,,,,,,,-1.047,-0.927,92.1,-1.165,-1.204,83.94,-1.647,-0.2411,18.3,-0.8896,-0.08496,12.35,-0.16357421875,-0.83203125,284.25,-0.51416015625,-1.224609375,-0.322509765625,1.43359375,284.75,-0.8896484375,-0.0849609375,12.3515625
5751,WF1,2018-12-26 16:00:00,,,,0.911,0.4778,283.0,0.1445,1.272,282.8,1.435,0.4922,282.8,-0.0731,-0.22,285.2,0.7705,0.0188,283.5,-0.624,-0.535,284.5,-0.553,-1.945,284.8,0.155,1.489,285.0,1.9,-1.862,284.2,0.3496,-1.278,284.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.7275,-1.0,100.0,-1.025,-0.197,19.75,-0.9824,0.9844,57.66,-0.281,-0.2438,54.22,0.349609375,-1.2783203125,284.0,,,,,,-0.281005859375,-0.2437744140625,54.21875
5752,WF1,2018-12-26 17:00:00,,,,1.521,-0.0058,282.5,0.2703,1.565,282.5,1.513,0.2051,282.2,0.4343,-0.3054,284.5,1.07,-0.4497,282.8,-0.2644,-0.7236,283.8,0.0956,-2.318,284.0,0.4539,1.231,284.5,2.379,-2.725,283.8,0.971,-1.444,283.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.829,-1.422,100.0,-1.117,0.1471,10.07,-0.1698,0.4792,78.94,-0.077,-1.37,75.56,0.97119140625,-1.4443359375,283.5,,,,,,-0.0770263671875,-1.3701171875,75.5625
